Character_Name,Gender,Role,Universe,Power_Level,Team,First_Appearance_Year,Popularity_Score
GameRevolution,Male,Villain,MCU,82,Avengers,2022,7
Esquire,Male,Villain,MCU,89,Avengers,2021,7
premiere,Female,Supporting,MCU,61,Guardians,2021,1
Timeline,Male,Villain,MCU,72,Avengers,2013,1
Odin,Female,Hero,MCU,57,Solo,2019,9
Hausa,Female,Hero,MCU,65,Avengers,2011,3
Slingshot,Female,Supporting,MCU,71,Avengers,2018,5
Loki,Female,Hero,MCU,56,Avengers,2013,3
Daredevil,Male,Supporting,MCU,62,Avengers,2012,5
Google,Female,Supporting,MCU,82,Solo,2015,1
